Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Minnesota	August 2014	$200K	0.1%	3.0%	7,575	2.4%	-2.7%	8,084	-15.5%	-3.0%	28,903	-1.0%	4.1%	51	6	-10	97.6%	-0.2%	-0.4%
Minnesota	September 2014	$189K	-5.5%	4.9%	6,601	-12.8%	-0.9%	7,459	-7.6%	2.5%	28,347	-1.8%	3.8%	64	13	-1	97.5%	-0.2%	-0.2%
Minnesota	October 2014	$188K	-0.3%	2.3%	6,787	2.6%	6.5%	6,309	-15.6%	-8.1%	26,186	-7.8%	-0.2%	68	3	-6	97.1%	-0.3%	0.1%
Minnesota	November 2014	$183K	-2.6%	0.8%	4,844	-28.5%	-8.8%	3,592	-43.0%	-17.2%	23,147	-11.4%	-3.6%	76	8	3	96.9%	-0.2%	-0.1%
Minnesota	December 2014	$187K	2.0%	7.4%	4,823	-0.4%	-2.7%	2,785	-22.4%	-4.5%	19,766	-14.5%	-6.0%	90	15	4	96.9%	0.0%	0.1%
Minnesota	January 2015	$180K	-3.7%	7.9%	3,395	-29.5%	-4.7%	4,565	64.0%	3.6%	19,153	-3.0%	-6.5%	100	10	6	96.5%	-0.4%	-0.1%
Minnesota	February 2015	$186K	3.1%	10.5%	3,665	7.8%	6.1%	6,685	46.3%	24.5%	20,065	4.6%	-3.2%	103	3	0	96.9%	0.4%	0.3%
Minnesota	March 2015	$192K	3.6%	7.7%	5,392	47.1%	24.0%	10,098	51.1%	26.6%	22,297	11.2%	1.9%	88	-15	-3	97.7%	0.8%	0.5%
Minnesota	April 2015	$198K	2.8%	9.6%	6,616	22.6%	26.6%	11,339	12.3%	15.3%	24,096	8.1%	2.5%	67	-21	-11	98.1%	0.4%	0.5%
Minnesota	May 2015	$205K	3.8%	5.8%	8,039	21.4%	17.8%	10,890	-4.1%	0.2%	23,284	-3.7%	-7.7%	49	-18	-14	98.2%	0.1%	0.3%
Minnesota	June 2015	$211K	3.2%	4.3%	9,717	20.7%	24.2%	10,554	-3.1%	1.5%	25,035	7.5%	-8.3%	42	-7	-14	98.5%	0.3%	0.6%
Minnesota	July 2015	$208K	-1.7%	4.1%	8,764	-9.8%	18.5%	9,507	-9.9%	-0.6%	25,854	3.3%	-11.5%	44	2	-1	98.4%	-0.1%	0.5%
Minnesota	August 2015	$206K	-0.8%	3.2%	8,080	-7.9%	6.6%	8,192	-13.9%	1.3%	25,543	-1.3%	-11.8%	46	2	-5	98.1%	-0.3%	0.5%
Minnesota	September 2015	$203K	-1.4%	7.7%	7,292	-9.7%	10.2%	7,272	-11.3%	-2.7%	24,854	-2.7%	-12.6%	52	6	-13	98.0%	-0.1%	0.5%
Minnesota	October 2015	$198K	-2.8%	5.0%	6,824	-6.4%	0.5%	6,533	-10.1%	3.5%	23,225	-6.5%	-11.3%	58	6	-10	97.6%	-0.4%	0.4%
Minnesota	November 2015	$197K	0.1%	7.6%	4,797	-29.9%	-1.1%	4,283	-34.7%	19.0%	20,745	-11.0%	-10.5%	61	3	-14	97.5%	0.0%	0.6%
Minnesota	December 2015	$198K	0.2%	5.8%	5,567	16.2%	15.2%	3,015	-29.3%	8.3%	17,321	-16.2%	-12.4%	67	6	-22	97.3%	-0.3%	0.4%
Minnesota	January 2016	$196K	-0.9%	9.0%	3,924	-29.4%	15.2%	4,493	49.2%	-2.0%	16,904	-2.2%	-11.9%	74	7	-24	97.3%	0.0%	0.9%
Minnesota	February 2016	$193K	-1.6%	4.6%	3,728	-5.0%	1.4%	7,105	58.1%	6.3%	18,172	7.5%	-9.3%	82	8	-21	97.4%	0.1%	0.5%
Minnesota	March 2016	$202K	4.9%	5.4%	5,334	43.0%	-1.3%	10,231	43.8%	1.2%	20,353	11.6%	-8.9%	67	-15	-21	98.1%	0.8%	0.4%
Minnesota	April 2016	$213K	5.2%	7.8%	6,981	30.9%	5.3%	11,056	7.9%	-2.7%	22,218	9.1%	-8.0%	47	-20	-20	98.7%	0.5%	0.6%
Minnesota	May 2016	$219K	2.8%	6.8%	8,624	23.4%	6.9%	11,063	0.0%	1.4%	23,501	5.6%	0.7%	41	-6	-8	99.0%	0.3%	0.7%
Minnesota	June 2016	$223K	2.1%	5.6%	9,816	13.8%	1.0%	10,588	-4.3%	0.1%	24,209	3.0%	-3.5%	37	-4	-5	99.1%	0.1%	0.5%
Minnesota	July 2016	$220K	-1.5%	5.8%	8,519	-13.2%	-3.0%	9,012	-14.9%	-5.4%	24,441	0.9%	-5.7%	40	3	-4	98.8%	-0.2%	0.5%
Minnesota	August 2016	$220K	0.3%	7.0%	8,891	4.4%	10.0%	8,637	-4.2%	5.2%	23,662	-3.2%	-7.6%	43	3	-3	98.6%	-0.2%	0.5%
Minnesota	September 2016	$214K	-3.0%	5.3%	7,751	-12.8%	6.1%	7,635	-11.6%	4.7%	23,018	-2.7%	-7.7%	48	5	-4	98.4%	-0.2%	0.4%
Minnesota	October 2016	$212K	-0.8%	7.6%	6,784	-12.4%	-0.8%	6,009	-21.3%	-8.3%	20,907	-9.0%	-10.2%	52	5	-6	98.1%	-0.3%	0.6%
Minnesota	November 2016	$211K	-0.4%	7.1%	6,083	-10.4%	26.8%	4,276	-28.9%	-0.1%	18,027	-13.9%	-13.1%	54	2	-7	98.0%	-0.1%	0.5%
Minnesota	December 2016	$211K	-0.4%	6.5%	5,735	-5.8%	2.8%	2,800	-34.5%	-7.6%	14,871	-17.6%	-14.5%	61	7	-6	97.8%	-0.2%	0.5%
Minnesota	January 2017	$206K	-2.3%	5.1%	3,938	-31.2%	0.2%	4,577	63.9%	1.6%	14,257	-3.6%	-15.9%	70	9	-4	97.7%	-0.1%	0.4%
Minnesota	February 2017	$207K	0.3%	7.2%	3,681	-6.4%	-1.4%	6,733	47.1%	-5.4%	15,291	7.3%	-16.1%	70	0	-12	97.9%	0.2%	0.6%
Minnesota	March 2017	$220K	6.3%	8.7%	5,802	57.8%	8.8%	10,287	52.9%	0.6%	17,476	14.6%	-13.9%	52	-18	-15	98.8%	0.8%	0.6%
Minnesota	April 2017	$227K	3.2%	6.6%	6,386	10.0%	-8.5%	10,183	-1.2%	-7.8%	19,288	9.9%	-13.1%	38	-15	-9	99.2%	0.5%	0.5%
Minnesota	May 2017	$231K	2.0%	5.8%	8,784	37.5%	1.9%	11,292	10.9%	2.1%	20,688	7.1%	-11.8%	34	-4	-7	99.5%	0.3%	0.6%
Minnesota	June 2017	$239K	3.3%	7.0%	10,456	18.9%	6.6%	10,813	-4.3%	2.1%	21,609	4.3%	-10.7%	33	-1	-4	99.5%	0.0%	0.5%
Minnesota	July 2017	$235K	-1.8%	6.7%	8,316	-20.4%	-2.4%	8,960	-17.1%	-0.5%	21,669	0.2%	-11.2%	35	2	-5	99.4%	-0.1%	0.6%
Minnesota	August 2017	$234K	-0.3%	6.1%	8,884	6.8%	-0.1%	8,886	-0.9%	2.9%	21,329	-1.7%	-9.8%	39	4	-4	99.0%	-0.4%	0.4%
Minnesota	September 2017	$229K	-1.9%	7.2%	7,490	-15.7%	-3.4%	7,381	-16.9%	-3.3%	20,624	-3.3%	-10.4%	44	5	-4	98.8%	-0.2%	0.4%
Minnesota	October 2017	$223K	-2.8%	5.1%	7,060	-5.7%	4.0%	6,293	-14.8%	4.7%	18,575	-9.9%	-11.2%	47	3	-5	98.5%	-0.2%	0.4%
Minnesota	November 2017	$224K	0.4%	5.9%	6,464	-8.5%	6.2%	4,167	-33.9%	-2.6%	15,551	-16.4%	-13.9%	49	2	-5	98.5%	0.0%	0.5%
Minnesota	December 2017	$224K	0.2%	6.5%	5,574	-13.7%	-2.8%	2,720	-34.8%	-2.9%	12,716	-18.3%	-14.5%	56	7	-5	98.1%	-0.3%	0.4%
Minnesota	January 2018	$221K	-1.4%	7.5%	3,902	-29.9%	-1.1%	4,505	65.7%	-1.7%	12,393	-2.2%	-13.3%	63	7	-7	98.1%	-0.1%	0.4%
Minnesota	February 2018	$232K	4.6%	12.0%	3,599	-7.4%	-2.0%	6,220	38.7%	-7.5%	13,192	8.0%	-13.3%	60	-2	-10	98.4%	0.3%	0.5%
Minnesota	March 2018	$240K	3.4%	8.9%	5,434	50.4%	-6.3%	8,640	38.6%	-16.1%	14,620	10.0%	-16.4%	42	-19	-10	99.3%	0.9%	0.5%
Minnesota	April 2018	$247K	3.1%	8.7%	6,210	14.1%	-2.8%	9,413	8.8%	-7.6%	16,149	9.9%	-16.3%	36	-6	-2	99.7%	0.5%	0.5%
Minnesota	May 2018	$253K	2.6%	9.4%	7,922	27.5%	-9.8%	11,898	26.4%	5.4%	18,519	14.7%	-10.4%	32	-4	-2	99.9%	0.2%	0.4%
Minnesota	June 2018	$252K	-0.3%	5.6%	9,803	23.5%	-6.2%	10,982	-7.9%	1.5%	19,889	6.9%	-8.1%	30	-2	-3	100.1%	0.1%	0.5%
Minnesota	July 2018	$248K	-1.8%	5.5%	8,598	-12.2%	3.5%	9,465	-13.8%	5.6%	20,221	1.9%	-6.7%	30	0	-5	99.8%	-0.3%	0.3%
Minnesota	August 2018	$247K	0.0%	5.9%	9,276	7.8%	4.4%	9,521	0.5%	7.1%	20,617	1.8%	-3.4%	35	4	-4	99.3%	-0.5%	0.3%
Minnesota	September 2018	$240K	-2.9%	4.8%	7,176	-22.6%	-4.2%	7,835	-17.6%	6.1%	20,599	0.0%	-0.1%	38	3	-6	99.0%	-0.3%	0.3%
Minnesota	October 2018	$242K	0.9%	8.7%	7,400	3.1%	4.8%	6,862	-12.5%	9.1%	18,944	-8.2%	1.9%	43	5	-4	98.7%	-0.3%	0.2%
Minnesota	November 2018	$245K	1.0%	9.3%	6,453	-12.8%	-0.2%	4,450	-35.2%	6.8%	16,587	-12.5%	6.6%	44	0	-5	98.4%	-0.3%	-0.1%
Minnesota	December 2018	$239K	-2.2%	6.7%	5,079	-21.2%	-8.8%	2,697	-39.4%	-0.8%	13,624	-17.8%	7.3%	49	5	-7	98.2%	-0.2%	0.1%
Minnesota	January 2019	$242K	0.9%	9.2%	3,669	-27.6%	-5.9%	4,719	75.9%	4.9%	12,928	-4.3%	4.9%	58	9	-5	98.2%	0.0%	0.1%
Minnesota	February 2019	$247K	2.1%	6.5%	3,793	3.4%	5.0%	5,233	11.0%	-16.1%	12,823	-0.8%	-3.6%	61	3	0	98.5%	0.3%	0.1%
Minnesota	March 2019	$256K	3.7%	7.1%	4,967	31.0%	-8.7%	7,643	46.0%	-11.7%	13,885	7.9%	-5.4%	45	-15	3	98.9%	0.4%	-0.4%
Minnesota	April 2019	$260K	1.3%	5.2%	5,877	18.5%	-5.3%	10,037	31.4%	6.6%	15,473	11.4%	-4.1%	34	-11	-2	99.5%	0.5%	-0.3%
Minnesota	May 2019	$264K	1.7%	4.3%	8,279	40.6%	4.3%	12,133	20.6%	1.8%	18,032	15.9%	-3.0%	28	-7	-4	99.7%	0.3%	-0.2%
Minnesota	June 2019	$268K	1.6%	6.3%	9,253	11.7%	-5.6%	10,656	-12.2%	-3.0%	19,153	6.0%	-3.8%	25	-3	-5	99.8%	0.1%	-0.2%
Minnesota	July 2019	$263K	-1.8%	6.3%	9,087	-1.7%	5.6%	9,764	-8.3%	3.1%	19,280	0.8%	-4.8%	26	1	-5	99.7%	-0.1%	0.0%
Minnesota	August 2019	$263K	0.1%	6.3%	9,333	2.6%	0.6%	9,352	-4.4%	-1.9%	19,408	0.5%	-6.0%	30	4	-5	99.3%	-0.4%	0.0%
Minnesota	September 2019	$258K	-1.9%	7.5%	7,501	-19.6%	4.5%	8,228	-12.0%	4.9%	19,390	0.0%	-6.0%	32	3	-6	99.1%	-0.2%	0.1%
Minnesota	October 2019	$256K	-0.9%	5.6%	7,592	1.2%	2.6%	7,079	-13.9%	3.1%	17,870	-7.8%	-5.7%	36	4	-7	98.8%	-0.3%	0.1%
Minnesota	November 2019	$257K	0.4%	5.1%	6,528	-14.0%	1.2%	4,483	-36.7%	0.8%	15,419	-13.7%	-7.1%	39	3	-5	98.5%	-0.3%	0.1%
Minnesota	December 2019	$256K	-0.3%	7.1%	5,787	-11.3%	14.0%	2,837	-36.7%	5.2%	12,462	-19.1%	-8.5%	45	6	-4	98.4%	-0.1%	0.2%
Minnesota	January 2020	$252K	-1.7%	4.5%	3,998	-30.8%	8.6%	4,690	65.3%	-0.8%	12,030	-3.3%	-7.4%	56	11	-3	98.2%	-0.3%	0.0%
Minnesota	February 2020	$259K	2.6%	5.0%	4,029	0.8%	6.1%	6,377	36.0%	21.7%	12,462	3.6%	-3.2%	55	-1	-6	98.7%	0.5%	0.2%
Minnesota	March 2020	$274K	5.8%	7.0%	5,526	37.2%	11.3%	9,205	44.4%	20.5%	13,957	12.5%	0.6%	40	-15	-5	99.5%	0.8%	0.6%
Minnesota	April 2020	$280K	2.0%	7.7%	6,129	10.8%	4.3%	7,498	-18.6%	-25.3%	14,477	3.7%	-6.4%	30	-10	-4	99.9%	0.4%	0.4%
Minnesota	May 2020	$270K	-3.4%	2.3%	6,676	8.8%	-19.3%	9,304	23.8%	-23.2%	15,125	3.9%	-16.0%	27	-3	-1	99.5%	-0.3%	-0.2%
Minnesota	June 2020	$279K	3.2%	4.0%	8,713	30.5%	-5.8%	9,651	3.6%	-9.4%	14,116	-6.9%	-26.2%	29	2	4	99.6%	0.1%	-0.2%
Minnesota	July 2020	$285K	2.2%	8.2%	9,915	13.7%	9.1%	9,992	3.5%	2.2%	13,925	-1.4%	-27.9%	26	-3	0	100.0%	0.4%	0.3%
Minnesota	August 2020	$290K	1.9%	10.2%	9,438	-4.8%	1.1%	9,877	-1.2%	5.6%	13,407	-3.8%	-30.9%	25	-1	-5	100.3%	0.3%	1.0%
Minnesota	September 2020	$286K	-1.4%	10.7%	9,323	-1.3%	24.2%	9,616	-2.7%	16.8%	13,333	-0.7%	-31.4%	25	0	-7	100.4%	0.1%	1.3%
Minnesota	October 2020	$290K	1.4%	13.4%	9,867	5.9%	29.9%	8,201	-14.7%	15.8%	12,090	-9.3%	-32.5%	24	-1	-12	100.3%	-0.1%	1.5%
Minnesota	November 2020	$289K	-0.4%	12.4%	7,784	-21.0%	19.3%	4,713	-42.5%	5.2%	9,792	-18.8%	-36.4%	25	1	-14	100.1%	-0.2%	1.6%
Minnesota	December 2020	$282K	-2.5%	9.9%	7,102	-8.7%	22.7%	3,603	-23.6%	27.2%	7,634	-22.0%	-38.8%	28	3	-17	99.8%	-0.3%	1.4%
Minnesota	January 2021	$276K	-2.3%	9.3%	4,678	-34.0%	17.0%	4,578	27.1%	-2.4%	7,013	-8.0%	-41.8%	33	5	-23	99.7%	-0.1%	1.6%
Minnesota	February 2021	$286K	3.9%	10.6%	4,340	-7.1%	7.7%	5,782	26.5%	-9.3%	6,874	-1.7%	-44.7%	34	1	-21	100.1%	0.3%	1.4%
Minnesota	March 2021	$302K	5.3%	10.1%	5,839	34.4%	5.5%	8,622	49.0%	-6.4%	7,236	5.2%	-48.3%	23	-11	-17	101.4%	1.4%	2.0%
Minnesota	April 2021	$308K	2.2%	10.2%	6,989	19.6%	13.9%	9,520	10.3%	26.6%	8,046	11.0%	-44.8%	17	-6	-13	102.4%	1.0%	2.6%
Minnesota	May 2021	$316K	2.6%	17.1%	7,815	11.9%	17.0%	9,890	3.8%	6.2%	8,476	5.2%	-44.0%	15	-2	-12	103.1%	0.6%	3.5%
Minnesota	June 2021	$326K	3.3%	17.2%	10,159	30.0%	16.6%	10,921	10.4%	13.2%	9,709	14.5%	-31.1%	14	-1	-15	103.4%	0.3%	3.8%
Minnesota	July 2021	$321K	-1.8%	12.8%	9,266	-8.9%	-6.6%	10,356	-5.2%	3.6%	11,119	14.3%	-20.2%	15	1	-11	103.1%	-0.4%	3.1%
Minnesota	August 2021	$324K	0.9%	11.6%	9,464	2.1%	0.3%	9,800	-5.4%	-0.8%	11,383	2.4%	-15.1%	16	1	-9	102.2%	-0.9%	1.9%
Minnesota	September 2021	$314K	-2.9%	9.8%	8,732	-7.7%	-6.3%	8,956	-8.6%	-6.9%	11,933	4.8%	-10.4%	17	1	-8	101.4%	-0.8%	1.0%
Minnesota	October 2021	$311K	-0.9%	7.2%	8,430	-3.3%	-14.5%	7,439	-16.9%	-9.2%	10,974	-8.0%	-8.9%	20	3	-4	100.8%	-0.5%	0.5%
Minnesota	November 2021	$309K	-0.7%	7.0%	7,601	-9.7%	-2.2%	4,951	-33.4%	5.2%	8,735	-20.3%	-10.4%	22	2	-3	100.4%	-0.5%	0.2%
Minnesota	December 2021	$308K	-0.3%	9.4%	6,982	-8.2%	-1.6%	3,095	-37.7%	-14.1%	6,730	-23.3%	-11.8%	25	3	-3	100.2%	-0.2%	0.4%
Minnesota	January 2022	$304K	-1.5%	10.3%	4,263	-38.9%	-8.9%	4,113	33.1%	-10.1%	6,142	-8.6%	-12.4%	31	6	-2	100.2%	0.0%	0.4%
Minnesota	February 2022	$315K	3.5%	10.0%	3,882	-9.0%	-10.7%	5,408	31.3%	-6.5%	6,199	0.8%	-10.1%	29	-2	-6	100.8%	0.6%	0.7%
Minnesota	March 2022	$327K	3.8%	8.4%	5,408	39.3%	-7.4%	8,171	51.2%	-5.3%	7,236	16.8%	-0.1%	20	-9	-3	102.1%	1.4%	0.7%
Minnesota	April 2022	$343K	4.9%	11.4%	6,340	17.2%	-9.2%	9,055	10.8%	-5.0%	8,349	15.3%	3.6%	15	-5	-2	103.1%	1.0%	0.7%
Minnesota	May 2022	$349K	1.8%	10.5%	7,485	18.0%	-4.2%	10,407	14.8%	5.2%	10,131	21.2%	19.5%	13	-2	-2	103.5%	0.3%	0.4%
Minnesota	June 2022	$350K	0.4%	7.3%	9,020	20.4%	-11.3%	10,060	-3.4%	-7.9%	11,815	16.5%	21.6%	13	0	-1	102.9%	-0.6%	-0.6%
Minnesota	July 2022	$344K	-1.7%	7.3%	7,633	-15.3%	-17.6%	8,455	-15.9%	-18.3%	12,714	7.8%	14.4%	16	3	1	101.6%	-1.2%	-1.4%
Minnesota	August 2022	$338K	-1.8%	4.5%	7,960	4.2%	-15.9%	7,743	-8.5%	-21.0%	12,475	-2.1%	9.5%	20	4	4	100.4%	-1.2%	-1.7%
Minnesota	September 2022	$331K	-2.0%	5.4%	7,234	-9.1%	-17.1%	6,910	-10.7%	-22.8%	12,801	2.7%	7.3%	23	3	6	99.7%	-0.7%	-1.6%
Minnesota	October 2022	$326K	-1.6%	4.7%	5,861	-19.0%	-30.5%	5,597	-19.0%	-24.8%	12,226	-4.5%	11.4%	26	3	6	99.3%	-0.4%	-1.5%
Minnesota	November 2022	$323K	-0.9%	4.4%	4,967	-15.2%	-34.7%	3,581	-36.0%	-27.9%	10,671	-12.7%	21.7%	30	4	8	98.8%	-0.5%	-1.5%
Minnesota	December 2022	$315K	-2.4%	2.1%	4,322	-13.1%	-38.1%	2,316	-35.4%	-25.2%	8,773	-18.0%	30.3%	38	8	13	98.3%	-0.5%	-1.9%
Minnesota	January 2023	$311K	-1.4%	2.3%	2,973	-31.1%	-30.3%	3,251	40.6%	-21.1%	7,833	-10.5%	27.4%	48	11	15	98.2%	-0.2%	-2.0%
Minnesota	February 2023	$315K	1.4%	0.1%	3,101	4.4%	-20.1%	3,940	21.3%	-27.1%	7,472	-4.4%	20.8%	51	3	22	98.7%	0.6%	-2.0%
Minnesota	March 2023	$324K	3.0%	-0.8%	4,393	41.5%	-18.7%	5,949	50.8%	-27.2%	8,033	7.3%	11.0%	34	-17	14	99.7%	0.9%	-2.5%
Minnesota	April 2023	$341K	5.1%	-0.6%	4,430	0.6%	-30.2%	6,441	8.2%	-29.0%	8,682	7.8%	3.7%	24	-10	9	100.5%	0.9%	-2.6%
Minnesota	May 2023	$342K	0.3%	-2.1%	5,639	27.3%	-24.7%	8,602	33.6%	-17.4%	9,999	15.3%	-1.4%	18	-6	5	101.2%	0.6%	-2.3%
Minnesota	June 2023	$353K	3.2%	0.7%	7,684	36.2%	-14.8%	8,553	-0.6%	-15.0%	11,004	10.0%	-6.8%	16	-2	3	101.3%	0.2%	-1.5%
Minnesota	July 2023	$348K	-1.5%	1.0%	6,230	-18.8%	-18.3%	7,397	-13.5%	-12.5%	11,555	5.2%	-9.1%	18	2	2	101.0%	-0.3%	-0.6%
Minnesota	August 2023	$352K	1.3%	4.1%	7,133	14.5%	-10.2%	7,644	3.3%	-1.1%	12,030	4.1%	-3.4%	21	3	1	100.3%	-0.7%	-0.1%
Minnesota	September 2023	$338K	-3.8%	2.2%	6,161	-13.7%	-14.9%	6,592	-13.9%	-4.6%	12,601	4.5%	-1.6%	23	2	0	99.8%	-0.5%	0.1%
Minnesota	October 2023	$334K	-1.2%	2.6%	5,595	-9.2%	-4.6%	5,801	-12.0%	3.6%	12,392	-1.7%	1.3%	27	4	1	99.3%	-0.5%	0.0%
Minnesota	November 2023	$331K	-1.0%	2.6%	4,738	-15.3%	-4.7%	3,919	-32.4%	9.4%	11,238	-9.2%	5.2%	30	3	0	98.9%	-0.4%	0.1%
Minnesota	December 2023	$322K	-2.7%	2.4%	4,187	-11.7%	-3.1%	2,638	-32.8%	14.0%	9,389	-16.5%	7.1%	41	11	3	98.4%	-0.5%	0.1%
Minnesota	January 2024	$325K	0.6%	4.5%	3,223	-22.9%	8.4%	3,976	51.2%	22.3%	8,814	-5.9%	12.6%	46	5	-2	98.4%	0.0%	0.2%
Minnesota	February 2024	$331K	2.0%	5.2%	3,560	10.5%	14.7%	5,306	33.5%	34.6%	9,293	5.7%	24.3%	51	5	0	98.8%	0.4%	0.1%
Minnesota	March 2024	$341K	3.0%	5.0%	4,495	26.2%	2.5%	6,393	20.5%	7.6%	9,704	4.4%	20.9%	34	-17	0	99.4%	0.6%	-0.2%
Minnesota	April 2024	$357K	4.7%	4.8%	5,336	18.6%	20.5%	7,690	20.2%	19.4%	10,754	10.3%	24.0%	25	-9	2	100.1%	0.6%	-0.4%
Minnesota	May 2024	$355K	-0.6%	3.9%	6,420	20.4%	13.8%	8,481	10.3%	-1.4%	11,977	11.4%	19.7%	22	-3	4	100.2%	0.1%	-1.0%
Minnesota	June 2024	$361K	1.8%	2.5%	6,460	0.6%	-16.0%	7,493	-11.6%	-12.4%	12,083	0.8%	9.8%	20	-2	4	100.3%	0.2%	-1.0%
Mississippi	January 2012	$105K	-17.1%	-6.0%	540	-32.0%	-1.1%	1,077	54.1%	7.6%	4,993	5.2%	1.9%	114	2	4	94.0%	-0.4%	0.4%
Mississippi	February 2012	$117K	12.2%	1.5%	800	32.5%	31.8%	1,151	0.3%	24.0%	5,405	2.0%	6.9%	120	3	-3	93.8%	-0.5%	0.0%
Mississippi	March 2012	$116K	-1.5%	3.0%	891	17.9%	6.5%	1,326	19.6%	15.2%	5,455	3.1%	5.6%	117	-3	-12	94.1%	0.4%	0.0%
Mississippi	April 2012	$122K	4.4%	4.1%	864	0.5%	0.9%	1,304	-0.1%	28.2%	5,497	2.8%	8.1%	98	-15	-12	94.2%	0.0%	-0.2%
Mississippi	May 2012	$130K	7.1%	10.4%	1,050	16.3%	23.2%	1,440	5.8%	36.9%	5,829	2.8%	13.1%	121	26	4	95.2%	0.7%	0.7%
Mississippi	June 2012	$134K	2.7%	5.1%	953	-5.9%	-2.3%	1,344	-5.2%	16.0%	5,974	1.9%	15.9%	107	-14	-1	95.6%	0.8%	1.1%
Mississippi	July 2012	$138K	4.1%	10.7%	1,024	2.0%	20.2%	1,353	-1.2%	27.3%	6,046	1.5%	18.4%	99	-6	-13	95.2%	-0.4%	1.0%
Mississippi	August 2012	$133K	-5.0%	9.2%	1,061	8.0%	6.3%	1,243	-7.7%	18.0%	6,100	-0.4%	20.3%	108	7	5	95.4%	0.3%	1.0%
Mississippi	September 2012	$128K	-3.9%	10.0%	915	-18.4%	7.0%	1,216	-6.6%	16.9%	6,448	1.9%	25.7%	102	-6	-11	95.4%	-0.3%	1.4%
Mississippi	October 2012	$126K	-1.1%	12.5%	967	7.9%	36.8%	1,349	13.4%	38.5%	6,514	2.4%	25.8%	106	5	-8	95.4%	0.0%	1.8%
Mississippi	November 2012	$124K	-3.0%	6.2%	812	-12.5%	2.7%	966	-26.3%	16.0%	6,363	-0.1%	26.1%	111	6	-6	94.4%	-0.8%	0.7%
Mississippi	December 2012	$119K	-4.2%	-6.6%	729	-6.9%	-7.3%	731	-21.1%	4.4%	5,900	-1.6%	25.2%	121	12	11	94.9%	0.4%	0.5%
Mississippi	January 2013	$116K	-2.4%	9.0%	765	-10.6%	20.9%	1,338	59.3%	11.8%	6,945	4.3%	24.5%	128	5	13	94.2%	-0.6%	-0.1%
Mississippi	February 2013	$115K	-0.7%	-2.1%	878	13.9%	3.5%	1,307	-3.1%	6.3%	7,204	2.6%	24.1%	115	-21	-10	94.6%	0.4%	0.8%
Mississippi	March 2013	$121K	5.6%	4.2%	1,029	15.7%	2.1%	1,591	21.1%	9.3%	7,424	2.6%	23.4%	119	4	4	93.9%	-0.7%	-0.7%
Mississippi	April 2013	$127K	4.7%	7.0%	1,172	15.1%	19.5%	1,561	-1.1%	7.2%	7,402	0.6%	20.7%	113	-6	17	94.5%	0.5%	0.2%
Mississippi	May 2013	$131K	3.8%	1.7%	1,265	6.4%	11.9%	1,491	-5.7%	-4.0%	7,433	-0.8%	16.5%	103	-13	-20	95.3%	0.8%	0.3%
Mississippi	June 2013	$138K	5.0%	4.5%	1,208	-4.2%	11.9%	1,581	6.0%	8.2%	7,480	0.8%	15.4%	108	5	1	95.3%	0.0%	-0.2%
Mississippi	July 2013	$135K	-1.8%	-1.5%	1,264	4.9%	15.8%	1,692	7.2%	16.8%	7,635	2.1%	15.9%	106	-2	5	95.8%	0.5%	0.7%
Mississippi	August 2013	$138K	1.9%	6.4%	1,409	10.9%	17.2%	1,522	-10.6%	12.1%	7,623	-0.8%	16.0%	100	-6	-9	95.6%	-0.1%	0.2%
Mississippi	September 2013	$127K	-8.0%	0.0%	1,114	-20.0%	15.9%	1,312	-12.4%	3.7%	7,418	-1.1%	12.0%	100	2	-2	95.7%	0.1%	0.4%
Mississippi	October 2013	$125K	-0.6%	-0.3%	1,122	-0.5%	7.8%	1,312	-1.1%	-7.9%	7,412	-1.0%	8.5%	107	6	1	95.1%	-0.5%	-0.3%
Mississippi	November 2013	$128K	1.9%	5.6%	979	-12.0%	8.3%	1,049	-19.9%	0.0%	7,299	-1.1%	7.6%	107	0	-3	95.1%	0.0%	0.5%
Mississippi	December 2013	$129K	0.1%	8.4%	1,076	10.4%	25.7%	831	-21.7%	-1.9%	7,079	-3.8%	5.4%	113	6	-15	94.8%	-0.4%	0.0%
Mississippi	January 2014	$120K	-6.7%	3.9%	757	-29.5%	-1.9%	1,292	56.0%	-4.2%	7,219	2.0%	2.8%	139	26	3	94.7%	-0.1%	0.5%
Mississippi	February 2014	$123K	2.9%	7.3%	939	23.1%	6.0%	1,270	-2.2%	-3.5%	7,344	1.1%	1.3%	133	-6	18	94.3%	-0.4%	-0.2%
Mississippi	March 2014	$128K	3.6%	5.3%	1,091	16.3%	6.4%	1,545	21.7%	-2.5%	7,424	1.0%	0.0%	131	-3	11	94.9%	0.5%	0.9%
Mississippi	April 2014	$136K	6.3%	7.2%	1,205	10.8%	1.8%	1,646	7.7%	5.4%	7,510	1.9%	0.7%	127	-5	14	95.4%	0.6%	0.8%
Mississippi	May 2014	$139K	2.8%	5.9%	1,365	13.1%	8.6%	1,718	3.7%	15.3%	7,656	1.7%	3.2%	130	3	27	95.9%	0.5%	0.6%
